id,lat,lon
13334894109,37.7957,-97.3274
13336457301,39.0148,-94.6585
13336458201,39.0148,-94.6581
13336458301,39.0152,-94.6583
13336458501,39.0151,-94.6585
13336460301,39.0263,-94.6362
13336707002,38.9422,-94.6085
13336738902,38.9568,-94.6083
13336739901,38.9891,-94.6081
13336739902,38.9857,-94.6083
13336742301,38.974,-94.6084
13336754001,38.9422,-94.6081
13336754002,38.9057,-94.6082
13336765601,38.8887,-94.6082
13336767101,38.8839,-94.6122
13336767402,38.884,-94.649
13336773201,38.8837,-94.6488
13336774402,38.8694,-94.6495
13336779701,38.8547,-94.6488
13339168007,38.2714,-96.8121
13341759102,37.6496,-98.0941
13341764001,37.647,-98.1268
13341765501,37.647,-98.1268
13343273935,39.5919,-97.6592
13348501101,38.9127,-94.751
13348504701,38.9135,-94.7312
13348773001,37.2445,-96.951
13351768701,37.6645,-96.6418
13351768801,37.6645,-96.6418
13353722003,38.837,-94.8985
13353796320,38.3616,-98.7369
13354754601,38.203,-97.519
13354764701,37.0459,-97.4011
13355823001,39.7478,-94.7454
13356533201,39.1804,-94.6595
13358008001,39.1185,-94.8174
13358253596,39.1166,-94.74
13359523201,37.2904,-98.5708
13360712390,37.7213,-97.2452
13363781301,37.6742,-97.2263
13363781401,37.6742,-97.2263
13363990740,38.9558,-94.7968
13363990741,38.9558,-94.7968
13363990742,38.956,-94.7974
13363990743,38.956,-94.7974
13363990744,38.9606,-94.7795
13364202816,38.971,-94.775
13364202817,38.9709,-94.775
13364202818,38.9711,-94.7777
13364202819,38.9711,-94.7777
13364211176,38.9929,-94.6952
